Date,State,District,Maximum Temp(Celsius),Maximum Temp Departure from Normal(Celsius),Minimum Temp(Celsius),Minimum Temp Departure from Normal(Celsius),24 Hours Rainfall (mm),Relative Humidity at 0830 hrs (%),Relative Humidity at 1730 hrs (%),Todays Sunset (IST),Tommorows Sunrise (IST),Moonset (IST),Moonrise (IST)
2018-07-02,West Bengal,Dakshin Dinajpur,33.5,1.0,25.9,0.0,,80.0,86.0,0 days 18:31:00.000000000,0 days 04:52:00.000000000,0 days 08:09:00.000000000,0 days 21:30:00.000000000
2018-07-02,West Bengal,Darjiling,,,15.5,2.0,24.0,98.0,,0 days 18:35:00.000000000,0 days 04:47:00.000000000,0 days 08:05:00.000000000,0 days 21:32:00.000000000
2018-07-02,West Bengal,Haora,34.6,2.0,28.2,2.0,,75.0,69.0,0 days 18:25:00.000000000,0 days 04:56:00.000000000,0 days 08:11:00.000000000,
2018-07-02,West Bengal,Hugli,34.6,2.0,28.2,2.0,,75.0,69.0,0 days 18:25:00.000000000,0 days 04:56:00.000000000,0 days 08:11:00.000000000,
2018-07-02,West Bengal,Jalpaiguri,26.8,-5.0,24.8,0.0,40.0,98.0,90.0,0 days 18:32:00.000000000,0 days 04:46:00.000000000,0 days 08:04:00.000000000,0 days 21:30:00.000000000
2018-07-02,West Bengal,Koch Bihar,26.9,-5.0,24.1,-1.0,24.4,98.0,89.0,0 days 18:29:00.000000000,0 days 04:44:00.000000000,0 days 08:01:00.000000000,0 days 21:26:00.000000000
2018-07-02,West Bengal,Kolkata,34.6,2.0,28.2,2.0,,75.0,69.0,0 days 18:25:00.000000000,0 days 04:56:00.000000000,0 days 08:11:00.000000000,
2018-07-02,West Bengal,Maldah,33.5,1.0,25.9,0.0,,80.0,86.0,0 days 18:31:00.000000000,0 days 04:52:00.000000000,0 days 08:09:00.000000000,0 days 21:30:00.000000000
2018-07-02,West Bengal,Murshidabad,33.0,0.0,25.0,-1.0,2.0,82.0,91.0,0 days 18:29:00.000000000,0 days 04:53:00.000000000,0 days 08:09:00.000000000,0 days 21:29:00.000000000
2018-07-02,West Bengal,Nadia,34.2,1.0,,,,,72.0,0 days 18:26:00.000000000,0 days 04:54:00.000000000,0 days 08:09:00.000000000,0 days 21:27:00.000000000
2018-07-02,West Bengal,North 24 Parganas,34.6,2.0,28.2,2.0,,75.0,69.0,0 days 18:25:00.000000000,0 days 04:56:00.000000000,0 days 08:11:00.000000000,
2018-07-02,West Bengal,Pashchim Medinipur,35.5,3.0,26.3,0.0,,84.0,70.0,0 days 18:29:00.000000000,0 days 05:01:00.000000000,0 days 08:16:00.000000000,0 days 21:30:00.000000000
2018-07-02,West Bengal,Purba Medinipur,34.8,3.0,27.2,1.0,,79.0,81.0,0 days 18:26:00.000000000,0 days 05:00:00.000000000,0 days 08:14:00.000000000,0 days 21:28:00.000000000
2018-07-02,West Bengal,Puruliya,34.8,,25.0,,49.0,77.0,89.0,0 days 18:33:00.000000000,0 days 04:59:00.000000000,0 days 08:15:00.000000000,0 days 21:33:00.000000000
2018-07-02,West Bengal,South 24 Parganas,34.3,2.0,28.4,1.0,,85.0,85.0,0 days 18:25:00.000000000,0 days 04:58:00.000000000,0 days 08:12:00.000000000,
2018-07-02,West Bengal,Uttar Dinajpur,33.5,1.0,25.9,0.0,,80.0,86.0,0 days 18:31:00.000000000,0 days 04:52:00.000000000,0 days 08:09:00.000000000,0 days 21:30:00.000000000
