Date,State,District,Maximum Temp(Celsius),Maximum Temp Departure from Normal(Celsius),Minimum Temp(Celsius),Minimum Temp Departure from Normal(Celsius),24 Hours Rainfall (mm),Relative Humidity at 0830 hrs (%),Relative Humidity at 1730 hrs (%),Todays Sunset (IST),Tommorows Sunrise (IST),Moonset (IST),Moonrise (IST)
2018-06-26,Madhya Pradesh,Gwalior,43.0,5.0,24.0,-4.0,3.6,70.0,36.0,0 days 19:13:00.000000000,0 days 05:27:00.000000000,0 days 03:57:00.000000000,0 days 14:40:00.000000000
2018-06-26,Madhya Pradesh,Harda,32.7,,21.0,,,92.0,55.0,,,,
2018-06-26,Madhya Pradesh,Hoshangabad,,,17.0,-4.0,,100.0,,,,,
2018-06-26,Madhya Pradesh,Indore,32.4,0.0,23.2,0.0,8.6,93.0,83.0,0 days 19:16:00.000000000,0 days 05:44:00.000000000,0 days 04:13:00.000000000,0 days 17:44:00.000000000
2018-06-26,Madhya Pradesh,Jabalpur,38.6,4.0,27.9,3.0,,75.0,55.0,0 days 19:00:00.000000000,0 days 05:27:00.000000000,0 days 04:39:00.000000000,0 days 18:18:00.000000000
2018-06-26,Madhya Pradesh,Jhabua,,,22.0,,14.2,95.0,,,,,
2018-06-26,Madhya Pradesh,Katni,38.6,4.0,27.9,3.0,,75.0,55.0,0 days 19:00:00.000000000,0 days 05:27:00.000000000,0 days 04:39:00.000000000,0 days 18:18:00.000000000
2018-06-26,Madhya Pradesh,Mandla,,,24.0,,,63.0,,,,,
2018-06-26,Madhya Pradesh,Mandsaur,,,,,,,,0 days 19:18:00.000000000,0 days 05:39:00.000000000,0 days 04:08:00.000000000,0 days 17:45:00.000000000
2018-06-26,Madhya Pradesh,Morena,,,,,,,,0 days 19:16:00.000000000,0 days 05:27:00.000000000,0 days 03:18:00.000000000,0 days 16:48:00.000000000
2018-06-26,Madhya Pradesh,Narsimhapur,,,17.0,-4.0,,100.0,,,,,
2018-06-26,Madhya Pradesh,Neemuch,38.2,2.0,24.5,0.0,4.5,95.0,71.0,0 days 19:25:00.000000000,0 days 05:46:00.000000000,0 days 03:35:00.000000000,0 days 17:00:00.000000000
2018-06-26,Madhya Pradesh,Panna,43.6,7.0,27.0,0.0,4.0,51.0,56.0,,,,
2018-06-26,Madhya Pradesh,Raisen,35.5,2.0,24.6,1.0,0.2,77.0,67.0,0 days 19:11:00.000000000,0 days 05:37:00.000000000,0 days 04:50:00.000000000,0 days 18:29:00.000000000
2018-06-26,Madhya Pradesh,Rajgarh,,,,,,,,0 days 19:18:00.000000000,0 days 05:39:00.000000000,0 days 04:08:00.000000000,0 days 17:45:00.000000000
2018-06-26,Madhya Pradesh,Ratlam,,,,,,,,0 days 19:23:00.000000000,0 days 05:47:00.000000000,0 days 03:36:00.000000000,0 days 16:58:00.000000000
2018-06-26,Madhya Pradesh,Rewa,40.0,,28.2,,,60.0,36.0,,,,
2018-06-26,Madhya Pradesh,Sagar,37.2,,23.0,,,79.0,53.0,,,,
2018-06-26,Madhya Pradesh,Satna,40.7,,28.8,,,61.0,38.0,,,,
2018-06-26,Madhya Pradesh,Sehore,35.5,2.0,24.6,1.0,0.2,77.0,67.0,0 days 19:11:00.000000000,0 days 05:37:00.000000000,0 days 04:50:00.000000000,0 days 18:29:00.000000000
2018-06-26,Madhya Pradesh,Seoni,34.0,,24.4,,,78.0,58.0,,,,
2018-06-26,Madhya Pradesh,Shahdol,38.5,,28.6,,,64.0,50.0,,,,
2018-06-26,Madhya Pradesh,Shajapur,35.5,,24.0,,,87.0,63.0,,,,
2018-06-26,Madhya Pradesh,Sheopur,,,25.0,-1.0,52.0,90.0,,0 days 19:20:00.000000000,0 days 05:36:00.000000000,0 days 03:26:00.000000000,0 days 16:53:00.000000000
2018-06-26,Madhya Pradesh,Shivpuri,41.0,,24.0,,9.0,70.0,52.0,,,,
2018-06-26,Madhya Pradesh,Sidhi,40.0,,28.2,,,60.0,36.0,,,,
2018-06-26,Madhya Pradesh,Singrauli,40.0,,28.2,,,60.0,36.0,,,,
2018-06-26,Madhya Pradesh,Tikamgarh,41.2,3.0,27.0,1.0,1.0,66.0,53.0,0 days 19:10:00.000000000,0 days 05:27:00.000000000,0 days 04:41:00.000000000,0 days 18:28:00.000000000
2018-06-26,Madhya Pradesh,Ujjain,35.5,,24.0,,,87.0,63.0,,,,
2018-06-26,Madhya Pradesh,Umaria,38.5,,28.6,,,64.0,50.0,,,,
2018-06-26,Madhya Pradesh,Vidisha,35.5,2.0,24.6,1.0,0.2,77.0,67.0,0 days 19:11:00.000000000,0 days 05:37:00.000000000,0 days 04:50:00.000000000,0 days 18:29:00.000000000
2018-06-26,Madhya Pradesh,West Nimar,35.5,,23.0,,,83.0,48.0,,,,
2018-06-26,Maharashtra,Ahmadnagar,,,21.3,-1.0,,82.0,,,,,
2018-06-26,Maharashtra,Akola,34.4,0.0,24.2,-1.0,14.2,81.0,57.0,0 days 19:06:00.000000000,0 days 05:43:00.000000000,0 days 03:29:00.000000000,0 days 16:43:00.000000000
2018-06-26,Maharashtra,Amravati,33.8,1.0,23.0,1.0,15.4,87.0,65.0,,,,
2018-06-26,Maharashtra,Aurangabad,30.5,-2.0,20.7,-2.0,9.2,90.0,86.0,0 days 19:12:00.000000000,0 days 05:52:00.000000000,0 days 04:19:00.000000000,0 days 17:41:00.000000000
2018-06-26,Maharashtra,Bhandara,36.4,3.0,28.0,3.0,,63.0,56.0,,,,
2018-06-26,Maharashtra,Bid,31.2,1.0,,,,,76.0,,,,
2018-06-26,Maharashtra,Buldana,31.6,1.0,22.6,0.0,13.0,88.0,87.0,,,,
2018-06-26,Maharashtra,Chandrapur,37.0,3.0,25.8,1.0,17.0,74.0,48.0,,,,
2018-06-26,Maharashtra,Dhule,30.0,-3.0,22.2,-1.0,42.0,58.0,48.0,,,,
2018-06-26,Maharashtra,Garhchiroli,34.6,1.0,26.2,0.0,,58.0,54.0,0 days 18:53:00.000000000,0 days 05:37:00.000000000,0 days 04:04:00.000000000,0 days 17:22:00.000000000
2018-06-26,Maharashtra,Gondiya,36.4,3.0,28.0,3.0,,63.0,56.0,,,,
2018-06-26,Maharashtra,Hingoli,31.7,-2.0,23.5,0.0,,84.0,61.0,,,,
2018-06-26,Maharashtra,Jalgaon,33.4,-2.0,25.0,0.0,2.0,82.0,70.0,,,,
2018-06-26,Maharashtra,Jalna,31.6,1.0,22.6,0.0,13.0,88.0,87.0,,,,
2018-06-26,Maharashtra,Kolhapur,24.8,-3.0,21.0,-1.0,43.0,97.0,95.0,0 days 19:10:00.000000000,0 days 06:02:00.000000000,0 days 04:28:00.000000000,0 days 17:40:00.000000000
2018-06-26,Maharashtra,Latur,32.4,,19.8,,2.0,92.0,75.0,,,,
2018-06-26,Maharashtra,Mumbai City,31.5,1.0,23.1,1.0,,78.0,69.0,,,,
2018-06-26,Maharashtra,Mumbai Suburban,31.5,1.0,23.1,1.0,,78.0,69.0,,,,
2018-06-26,Maharashtra,Nagpur,35.7,2.0,25.4,1.0,,70.0,50.0,0 days 18:59:00.000000000,0 days 05:34:00.000000000,0 days 03:20:00.000000000,0 days 16:35:00.000000000
2018-06-26,Maharashtra,Nanded,31.0,-3.0,23.0,0.0,3.0,77.0,78.0,,,,
2018-06-26,Maharashtra,Nandurbar,30.0,-3.0,22.2,-1.0,42.0,58.0,48.0,,,,
2018-06-26,Maharashtra,Nashik,30.5,-3.0,22.6,-0.5,22.5,67.5,63.0,,,,
2018-06-26,Maharashtra,Osmanabad,29.0,,15.6,,0.2,77.0,70.0,,,,
2018-06-26,Maharashtra,Palghar,27.5,-4.0,26.9,1.0,146.1,88.0,90.0,,,,
2018-06-26,Maharashtra,Palghar,27.5,-4.0,26.9,1.0,146.1,88.0,90.0,,,,
2018-06-26,Maharashtra,Parbhani,31.7,-2.0,23.5,0.0,,84.0,61.0,,,,
2018-06-26,Maharashtra,Pune,26.6,-3.0,21.9,-1.0,5.9,81.0,90.0,0 days 19:16:00.000000000,0 days 06:00:00.000000000,0 days 05:12:00.000000000,0 days 18:36:00.000000000
2018-06-26,Maharashtra,Raigarh,30.049999999999997,-0.5,26.0,0.0,14.9,86.0,81.0,,,,
2018-06-26,Maharashtra,Ratnagiri,28.35,-1.5,24.5,0.5,5.75,83.0,89.0,0 days 19:16:00.000000000,0 days 06:00:00.000000000,0 days 05:12:00.000000000,0 days 18:36:00.000000000
2018-06-26,Maharashtra,Sangli,26.0,-4.0,20.3,-1.0,4.5,95.0,90.0,,,,
2018-06-26,Maharashtra,Satara,22.8,-1.5,18.700000000000003,-0.5,86.05,97.5,95.0,,,,
2018-06-26,Maharashtra,Sindhudurg,32.3,2.0,24.7,0.0,5.0,83.0,93.0,,,,
2018-06-26,Maharashtra,Solapur,28.8,-2.0,19.7,-2.0,34.9,82.0,83.0,,,,
2018-06-26,Maharashtra,Thane,27.1,,25.0,,87.0,93.0,94.0,,,,
2018-06-26,Maharashtra,Wardha,36.5,3.0,25.5,2.0,,77.0,50.0,,,,
2018-06-26,Maharashtra,Washim,33.8,1.0,23.0,1.0,15.4,87.0,65.0,,,,
2018-06-26,Maharashtra,Yavatmal,33.5,1.0,23.4,0.0,,73.0,55.0,,,,
2018-06-26,Manipur,Bishnupur,29.6,0.0,22.0,0.0,30.4,87.0,72.0,0 days 18:07:00.000000000,0 days 04:27:00.000000000,0 days 02:55:00.000000000,0 days 16:31:00.000000000
2018-06-26,Manipur,Chandel,29.6,0.0,22.0,0.0,30.4,87.0,72.0,0 days 18:07:00.000000000,0 days 04:27:00.000000000,0 days 02:55:00.000000000,0 days 16:31:00.000000000
2018-06-26,Manipur,Churachandpur,29.6,0.0,22.0,0.0,30.4,87.0,72.0,0 days 18:07:00.000000000,0 days 04:27:00.000000000,0 days 02:55:00.000000000,0 days 16:31:00.000000000
2018-06-26,Manipur,Imphal East,29.6,0.0,22.0,0.0,30.4,87.0,72.0,0 days 18:07:00.000000000,0 days 04:27:00.000000000,0 days 02:55:00.000000000,0 days 16:31:00.000000000
2018-06-26,Manipur,Imphal West,29.6,0.0,22.0,0.0,30.4,87.0,72.0,0 days 18:07:00.000000000,0 days 04:27:00.000000000,0 days 02:55:00.000000000,0 days 16:31:00.000000000
2018-06-26,Manipur,Senapati,29.6,0.0,22.0,0.0,30.4,87.0,72.0,0 days 18:07:00.000000000,0 days 04:27:00.000000000,0 days 02:55:00.000000000,0 days 16:31:00.000000000
2018-06-26,Manipur,Tamenglong,29.6,0.0,22.0,0.0,30.4,87.0,72.0,0 days 18:07:00.000000000,0 days 04:27:00.000000000,0 days 02:55:00.000000000,0 days 16:31:00.000000000
2018-06-26,Manipur,Thoubal,29.6,0.0,22.0,0.0,30.4,87.0,72.0,0 days 18:07:00.000000000,0 days 04:27:00.000000000,0 days 02:55:00.000000000,0 days 16:31:00.000000000
2018-06-26,Manipur,Ukhrul,29.6,0.0,22.0,0.0,30.4,87.0,72.0,0 days 18:07:00.000000000,0 days 04:27:00.000000000,0 days 02:55:00.000000000,0 days 16:31:00.000000000
2018-06-26,Meghalaya,East Garo Hills,29.2,,20.0,,,94.0,86.0,,,,
2018-06-26,Meghalaya,East Khasi Hills,21.5,-1.0,17.9,0.0,41.8,100.0,98.0,0 days 18:17:00.000000000,0 days 04:34:00.000000000,0 days 03:03:00.000000000,0 days 16:41:00.000000000
2018-06-26,Meghalaya,Jaintia Hills,24.2,1.0,18.8,1.0,0.8,82.0,88.0,0 days 18:17:00.000000000,0 days 04:33:00.000000000,0 days 03:02:00.000000000,0 days 16:41:00.000000000
2018-06-26,Meghalaya,North Garo Hills,29.2,,20.0,,,94.0,86.0,,,,
2018-06-26,Meghalaya,Ri Bhoi,34.3,2.0,25.0,0.0,6.4,87.0,89.0,0 days 18:18:00.000000000,0 days 04:32:00.000000000,0 days 03:01:00.000000000,0 days 16:42:00.000000000
2018-06-26,Meghalaya,South Garo Hills,29.2,,20.0,,,94.0,86.0,,,,
2018-06-26,Meghalaya,South West Garo Hills,30.5,-1.0,26.0,1.0,8.2,97.0,82.0,0 days 18:25:00.000000000,0 days 04:40:00.000000000,0 days 03:09:00.000000000,0 days 16:50:00.000000000
2018-06-26,Meghalaya,South West Khasi Hills,21.5,-1.0,17.9,0.0,41.8,100.0,98.0,0 days 18:17:00.000000000,0 days 04:34:00.000000000,0 days 03:03:00.000000000,0 days 16:41:00.000000000
2018-06-26,Meghalaya,West Garo Hills,30.5,-1.0,26.0,1.0,8.2,97.0,82.0,0 days 18:25:00.000000000,0 days 04:40:00.000000000,0 days 03:09:00.000000000,0 days 16:50:00.000000000
2018-06-26,Meghalaya,West Khasi Hills,24.2,1.0,18.8,1.0,0.8,82.0,88.0,0 days 18:17:00.000000000,0 days 04:33:00.000000000,0 days 03:02:00.000000000,0 days 16:41:00.000000000
2018-06-26,Mizoram,Aizawl,29.6,,12.1,,1.0,90.0,,0 days 18:09:00.000000000,0 days 04:34:00.000000000,0 days 03:01:00.000000000,0 days 16:34:00.000000000
2018-06-26,Mizoram,Champhai,,,,,,,,,,,
2018-06-26,Mizoram,Kolasib,30.0,,24.0,,1.6,83.0,,0 days 18:10:00.000000000,0 days 04:34:00.000000000,0 days 03:02:00.000000000,0 days 16:35:00.000000000
2018-06-26,Mizoram,Lawangtlai,,,,,,,,,,,
2018-06-26,Mizoram,Lunglei,29.6,,12.1,,1.0,90.0,,0 days 18:09:00.000000000,0 days 04:34:00.000000000,0 days 03:01:00.000000000,0 days 16:34:00.000000000
2018-06-26,Mizoram,Mamit,30.0,,24.0,,1.6,83.0,,0 days 18:10:00.000000000,0 days 04:34:00.000000000,0 days 03:02:00.000000000,0 days 16:35:00.000000000
2018-06-26,Mizoram,Saiha,,,,,,,,,,,
2018-06-26,Mizoram,Serchhip,29.6,,12.1,,1.0,90.0,,0 days 18:09:00.000000000,0 days 04:34:00.000000000,0 days 03:01:00.000000000,0 days 16:34:00.000000000
2018-06-26,Nagaland,Dimapur,,,,,,,,,,,
2018-06-26,Nagaland,Kiphire,,,,,,,,,,,
2018-06-26,Nagaland,Kohima,26.8,,17.4,,31.4,93.0,95.0,0 days 18:08:00.000000000,0 days 04:24:00.000000000,0 days 02:53:00.000000000,0 days 16:32:00.000000000
2018-06-26,Nagaland,Longleng,,,,,,,,,,,
2018-06-26,Nagaland,Mokokchung,,,,,,,,,,,
2018-06-26,Nagaland,Mon,,,,,,,,,,,
2018-06-26,Nagaland,Peren,,,,,,,,,,,
2018-06-26,Nagaland,Phek,26.8,,17.4,,31.4,93.0,95.0,0 days 18:08:00.000000000,0 days 04:24:00.000000000,0 days 02:53:00.000000000,0 days 16:32:00.000000000
2018-06-26,Nagaland,Tuensang,,,,,,,,,,,
2018-06-26,Nagaland,Wokha,,,,,,,,,,,
2018-06-26,Nagaland,Zunheboto,,,,,,,,,,,
2018-06-26,NCT of Delhi,West,42.70000000000001,4.0,29.2,1.0,,50.0,39.0,0 days 19:23:00.000000000,0 days 05:25:00.000000000,0 days 04:40:00.000000000,0 days 17:48:00.000000000
2018-06-26,Odisha,Anugul,33.7,1.0,23.0,-1.0,,84.0,73.0,,,,
2018-06-26,Odisha,Balangir,37.0,2.0,26.0,2.0,,92.0,62.0,,,,
2018-06-26,Odisha,Baleshwar,29.8,-3.0,21.7,-4.0,101.3,87.0,89.0,,,,
2018-06-26,Odisha,Bargarh,37.2,5.0,24.9,0.0,,82.0,55.0,,,,
2018-06-26,Odisha,Bauda,32.0,1.0,24.4,3.0,,74.0,69.0,,,,
2018-06-26,Odisha,Bhadrak,29.4,-4.0,22.0,-3.0,27.6,96.0,92.0,,,,
2018-06-26,Odisha,Cuttack,30.0,-3.0,21.6,-2.0,5.6,98.0,89.0,,,,
2018-06-26,Odisha,Debagarh,33.7,1.0,23.0,-1.0,,84.0,73.0,,,,
2018-06-26,Odisha,Dhenkanal,30.5,-1.0,24.4,0.0,1.0,100.0,99.0,,,,
2018-06-26,Odisha,Gajapati,32.8,0.0,27.9,2.0,,78.0,80.0,0 days 18:33:00.000000000,0 days 05:19:00.000000000,0 days 03:45:00.000000000,0 days 17:02:00.000000000
2018-06-26,Odisha,Ganjam,31.6,0.0,27.8,2.0,,87.0,85.0,,,,
2018-06-26,Odisha,Jagatsinghapur,29.6,-2.0,22.9,-3.0,41.0,96.0,92.0,,,,
2018-06-26,Odisha,Jajapur,29.4,-4.0,22.0,-3.0,27.6,96.0,92.0,,,,
2018-06-26,Odisha,Jharsuguda,37.7,5.0,25.6,1.0,8.4,87.0,52.0,,,,
2018-06-26,Odisha,Kalahandi,35.4,3.0,26.5,3.0,,66.0,52.0,,,,
2018-06-26,Odisha,Kandhamal,32.0,1.0,24.4,3.0,,74.0,69.0,,,,
2018-06-26,Odisha,Kendrapara,29.4,-4.0,22.0,-3.0,27.6,96.0,92.0,,,,
2018-06-26,Odisha,Kendujhar,32.0,1.0,22.2,-2.0,6.7,97.0,71.0,,,,
2018-06-26,Odisha,Khordha,30.7,-2.0,23.0,-3.0,3.6,98.0,89.0,,,,
2018-06-26,Odisha,Koraput,29.6,-3.0,21.6,-4.0,,84.0,69.0,,,,
2018-06-26,Odisha,Malkangiri,33.4,3.0,22.8,0.0,1.1,83.0,58.0,0 days 18:41:00.000000000,0 days 05:29:00.000000000,0 days 03:54:00.000000000,0 days 17:10:00.000000000
2018-06-26,Odisha,Mayurbhanj,29.8,-3.0,21.7,-4.0,101.3,87.0,89.0,,,,
2018-06-26,Odisha,Nabarangapur,33.4,3.0,22.8,0.0,1.1,83.0,58.0,0 days 18:41:00.000000000,0 days 05:29:00.000000000,0 days 03:54:00.000000000,0 days 17:10:00.000000000
2018-06-26,Odisha,Nayagarh,32.0,1.0,24.4,3.0,,74.0,69.0,,,,
2018-06-26,Odisha,Nuapada,37.0,2.0,26.0,2.0,,92.0,62.0,,,,
2018-06-26,Odisha,Puri,31.0,-1.0,23.5,-4.0,11.1,92.0,88.0,,,,
2018-06-26,Odisha,Rayagada,35.4,3.0,26.5,3.0,,66.0,52.0,,,,
2018-06-26,Odisha,Sambalpur,37.2,5.0,24.9,0.0,,82.0,55.0,,,,
2018-06-26,Odisha,Subarnapur,37.2,5.0,24.9,0.0,,82.0,55.0,,,,
2018-06-26,Odisha,Sundargarh,37.7,5.0,25.6,1.0,8.4,87.0,52.0,,,,
2018-06-26,Puducherry,Karaikal,37.2,-1.0,26.6,0.0,,57.0,50.0,0 days 18:36:00.000000000,0 days 05:51:00.000000000,0 days 04:13:00.000000000,0 days 17:08:00.000000000
2018-06-26,Puducherry,Mahe,29.7,0.0,22.3,-1.0,45.8,96.0,96.0,0 days 18:56:00.000000000,0 days 06:07:00.000000000,0 days 04:30:00.000000000,0 days 17:29:00.000000000
2018-06-26,Puducherry,Puducherry,38.3,1.0,25.5,-1.0,,60.0,77.0,0 days 18:38:00.000000000,0 days 05:49:00.000000000,0 days 04:12:00.000000000,0 days 17:10:00.000000000
2018-06-26,Puducherry,Yanam,39.0,5.0,29.1,2.0,,66.0,47.0,0 days 18:38:00.000000000,0 days 05:30:00.000000000,0 days 03:55:00.000000000,0 days 17:07:00.000000000
2018-06-26,Punjab,Amritsar,41.9,4.0,28.2,3.0,,56.0,28.0,0 days 19:39:00.000000000,0 days 05:27:00.000000000,0 days 04:03:00.000000000,0 days 18:04:00.000000000
2018-06-26,Punjab,Barnala,41.1,5.0,28.7,3.0,,60.0,26.0,0 days 19:34:00.000000000,0 days 05:25:00.000000000,0 days 04:00:00.000000000,0 days 17:58:00.000000000
2018-06-26,Punjab,Bathinda,41.0,2.0,25.0,-1.0,,58.0,34.0,0 days 19:36:00.000000000,0 days 05:31:00.000000000,0 days 04:05:00.000000000,0 days 18:01:00.000000000
2018-06-26,Punjab,Faridkot,38.2,,25.0,,,58.0,34.0,0 days 19:38:00.000000000,0 days 05:29:00.000000000,0 days 03:25:00.000000000,0 days 17:09:00.000000000
2018-06-26,Punjab,Fatehgarh Sahib,39.8,3.0,25.3,1.0,1.4,81.0,32.0,0 days 19:28:00.000000000,0 days 05:23:00.000000000,0 days 03:56:00.000000000,0 days 17:52:00.000000000
2018-06-26,Punjab,Fazilka,44.0,3.0,30.0,1.0,,46.0,33.0,0 days 19:40:00.000000000,0 days 05:38:00.000000000,0 days 03:31:00.000000000,0 days 17:11:00.000000000
2018-06-26,Punjab,Firozpur,38.2,,25.0,,,58.0,34.0,0 days 19:38:00.000000000,0 days 05:29:00.000000000,0 days 03:25:00.000000000,0 days 17:09:00.000000000
2018-06-26,Punjab,Gurdaspur,40.9,,29.8,,,60.0,28.0,0 days 19:41:00.000000000,0 days 05:20:00.000000000,0 days 03:56:00.000000000,0 days 18:04:00.000000000
2018-06-26,Punjab,Hoshiarpur,41.4,4.0,25.7,4.0,2.2,72.0,44.0,0 days 19:32:00.000000000,0 days 05:24:00.000000000,0 days 03:56:00.000000000,0 days 17:56:00.000000000
2018-06-26,Punjab,Jalandhar,40.2,,27.4,,,56.0,28.0,0 days 19:36:00.000000000,0 days 05:25:00.000000000,0 days 04:00:00.000000000,0 days 18:00:00.000000000
2018-06-26,Punjab,Kapurthala,40.0,,27.4,,,56.0,28.0,0 days 19:39:00.000000000,0 days 05:23:00.000000000,0 days 03:59:00.000000000,0 days 18:03:00.000000000
2018-06-26,Punjab,Ludhiana,41.1,5.0,28.7,3.0,,60.0,26.0,0 days 19:34:00.000000000,0 days 05:25:00.000000000,0 days 04:00:00.000000000,0 days 17:58:00.000000000
2018-06-26,Punjab,Mansa,42.1,,28.6,,,58.0,34.0,0 days 19:33:00.000000000,0 days 05:32:00.000000000,0 days 04:05:00.000000000,0 days 17:59:00.000000000
2018-06-26,Punjab,Moga,41.0,2.0,25.0,-1.0,,58.0,34.0,0 days 19:36:00.000000000,0 days 05:31:00.000000000,0 days 04:05:00.000000000,0 days 18:01:00.000000000
2018-06-26,Punjab,Muktsar,41.0,2.0,25.0,-1.0,,58.0,34.0,0 days 19:36:00.000000000,0 days 05:31:00.000000000,0 days 04:05:00.000000000,0 days 18:01:00.000000000
2018-06-26,Punjab,Pathankot,40.9,,29.8,,,60.0,28.0,0 days 19:41:00.000000000,0 days 05:20:00.000000000,0 days 03:56:00.000000000,0 days 18:04:00.000000000
2018-06-26,Punjab,Patiala,41.4,4.0,24.0,-3.0,35.3,92.0,33.0,0 days 19:29:00.000000000,0 days 05:23:00.000000000,0 days 03:57:00.000000000,0 days 17:54:00.000000000
2018-06-26,Punjab,Rupnagar,39.6,,25.3,,6.0,81.0,35.0,0 days 19:32:00.000000000,0 days 05:22:00.000000000,0 days 03:57:00.000000000,0 days 17:56:00.000000000
2018-06-26,Punjab,Sahibzada Ajit Singh Nagar,39.8,3.0,25.3,1.0,1.4,81.0,32.0,0 days 19:28:00.000000000,0 days 05:23:00.000000000,0 days 03:56:00.000000000,0 days 17:52:00.000000000
2018-06-26,Punjab,Sangrur,41.4,4.0,24.0,-3.0,35.3,92.0,33.0,0 days 19:29:00.000000000,0 days 05:23:00.000000000,0 days 03:57:00.000000000,0 days 17:54:00.000000000
2018-06-26,Punjab,Shahid Bhagat Singh Nagar,39.6,,25.3,,6.0,81.0,35.0,0 days 19:32:00.000000000,0 days 05:22:00.000000000,0 days 03:57:00.000000000,0 days 17:56:00.000000000
2018-06-26,Punjab,Tarn Taran,41.9,4.0,28.2,3.0,,56.0,28.0,0 days 19:39:00.000000000,0 days 05:27:00.000000000,0 days 04:03:00.000000000,0 days 18:04:00.000000000
2018-06-26,Rajasthan,Ajmer,37.6,0.0,24.2,-3.0,,71.0,43.0,0 days 19:28:00.000000000,0 days 05:41:00.000000000,0 days 04:12:00.000000000,0 days 17:55:00.000000000
2018-06-26,Rajasthan,Alwar,42.4,3.0,28.4,0.0,,64.0,55.0,0 days 19:23:00.000000000,0 days 05:32:00.000000000,0 days 03:23:00.000000000,0 days 16:56:00.000000000
2018-06-26,Rajasthan,Banswara,,,,,,,,0 days 19:23:00.000000000,0 days 05:47:00.000000000,0 days 03:36:00.000000000,0 days 16:58:00.000000000
2018-06-26,Rajasthan,Baran,39.4,,25.7,,2.8,77.0,74.0,,,,
2018-06-26,Rajasthan,Barmer,41.5,2.0,26.9,-1.0,,72.0,34.0,0 days 19:40:00.000000000,0 days 05:56:00.000000000,0 days 03:47:00.000000000,0 days 17:14:00.000000000
2018-06-26,Rajasthan,Bharatpur,42.5,,35.5,,,78.0,33.0,0 days 19:19:00.000000000,0 days 05:28:00.000000000,0 days 03:19:00.000000000,0 days 16:51:00.000000000
2018-06-26,Rajasthan,Bhilwara,37.0,-1.0,23.5,0.0,,77.0,47.0,0 days 19:27:00.000000000,0 days 05:44:00.000000000,0 days 03:34:00.000000000,0 days 17:01:00.000000000
2018-06-26,Rajasthan,Bikaner,41.7,1.0,25.1,-5.0,8.9,63.0,29.0,0 days 19:38:00.000000000,0 days 05:43:00.000000000,0 days 03:35:00.000000000,0 days 17:10:00.000000000
2018-06-26,Rajasthan,Bundi,,,26.0,,2.0,85.0,,0 days 19:22:00.000000000,0 days 05:38:00.000000000,0 days 03:28:00.000000000,0 days 16:56:00.000000000
2018-06-26,Rajasthan,Chittaurgarh,38.2,2.0,24.5,0.0,4.5,95.0,71.0,0 days 19:25:00.000000000,0 days 05:46:00.000000000,0 days 03:35:00.000000000,0 days 17:00:00.000000000
2018-06-26,Rajasthan,Churu,44.6,4.0,25.7,-3.0,0.8,52.0,30.0,0 days 19:33:00.000000000,0 days 05:37:00.000000000,0 days 03:29:00.000000000,0 days 17:04:00.000000000
2018-06-26,Rajasthan,Dausa,,,25.0,-1.0,52.0,90.0,,0 days 19:20:00.000000000,0 days 05:36:00.000000000,0 days 03:26:00.000000000,0 days 16:53:00.000000000
2018-06-26,Rajasthan,Dhaulpur,,,,,,,,0 days 19:16:00.000000000,0 days 05:27:00.000000000,0 days 03:18:00.000000000,0 days 16:48:00.000000000
2018-06-26,Rajasthan,Dungarpur,,,,,,,,0 days 19:23:00.000000000,0 days 05:47:00.000000000,0 days 03:36:00.000000000,0 days 16:58:00.000000000
2018-06-26,Rajasthan,Ganganagar,44.0,3.0,30.0,1.0,,46.0,33.0,0 days 19:40:00.000000000,0 days 05:38:00.000000000,0 days 03:31:00.000000000,0 days 17:11:00.000000000
2018-06-26,Rajasthan,Hanumangarh,,,,,,,,,,,
2018-06-26,Rajasthan,Jaipur,39.5,2.0,26.2,-1.0,,60.0,33.0,0 days 19:25:00.000000000,0 days 05:36:00.000000000,0 days 04:06:00.000000000,0 days 17:51:00.000000000
2018-06-26,Rajasthan,Jaisalmer,41.8,2.0,27.4,-1.0,,71.0,22.0,0 days 19:45:00.000000000,0 days 05:56:00.000000000,0 days 03:48:00.000000000,0 days 17:19:00.000000000
2018-06-26,Rajasthan,Jalor,,,,,,,,0 days 19:33:00.000000000,0 days 05:49:00.000000000,0 days 03:40:00.000000000,0 days 17:07:00.000000000
2018-06-26,Rajasthan,Jhalawar,,,,,,,,0 days 19:18:00.000000000,0 days 05:39:00.000000000,0 days 04:08:00.000000000,0 days 17:45:00.000000000
2018-06-26,Rajasthan,Jhunjhunun,41.8,3.0,25.9,-1.0,4.1,73.0,39.0,0 days 19:29:00.000000000,0 days 05:32:00.000000000,0 days 03:25:00.000000000,0 days 17:00:00.000000000
2018-06-26,Rajasthan,Jodhpur,39.2,0.0,28.9,1.0,0.2,59.0,34.0,0 days 19:34:00.000000000,0 days 05:47:00.000000000,0 days 03:38:00.000000000,0 days 17:08:00.000000000
2018-06-26,Rajasthan,Karauli,,,25.0,-1.0,52.0,90.0,,0 days 19:20:00.000000000,0 days 05:36:00.000000000,0 days 03:26:00.000000000,0 days 16:53:00.000000000
